Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BbAvH,BbAvD,BbAvA,BbAv>2.5,BbAv<2.5,BbAvAHH,BbAvAHA,temp_max,lluvia_mm,viento_kmh,elo_local,elo_visitante,dif_elo
SP1,24/04/2011,Sevilla,Villarreal,3,2,H,2.0,0.0,H,9.0,19.0,3.0,7.0,11.0,18.0,0.0,9.0,3.0,3.0,0.0,1.0,195.0,35.0,375.0,196.0,348.0,378.0,18.0,199.0,,,21.2,0.0,11.5,1748.04,1797.78,-49.74000000000001
SP1,24/04/2011,Santander,Malaga,1,2,A,0.0,2.0,A,21.0,11.0,5.0,4.0,8.0,10.0,11.0,5.0,4.0,3.0,0.0,0.0,23.0,33.0,31.0,236.0,325.0,301.0,194.0,184.0,,,17.1,12.4,17.8,1679.7,1645.8,33.90000000000009
SP1,24/04/2011,Hercules,La Coruna,1,0,H,0.0,0.0,D,14.0,9.0,3.0,2.0,8.0,13.0,8.0,5.0,2.0,4.0,0.0,0.0,2.0,34.0,375.0,204.0,327.0,371.0,23.0,157.0,,,17.9,6.4,19.0,1626.27,1662.9,-36.63000000000011
SP1,24/04/2011,Ath Madrid,Levante,4,1,H,1.0,1.0,D,16.0,12.0,6.0,3.0,14.0,18.0,5.0,4.0,3.0,4.0,0.0,0.0,144.0,45.0,65.0,148.0,424.0,655.0,157.0,231.0,,,18.0,0.6,16.1,1742.72,1669.53,73.19000000000005
SP1,24/04/2011,Mallorca,Getafe,2,0,H,1.0,0.0,H,13.0,11.0,7.0,3.0,15.0,8.0,7.0,5.0,2.0,3.0,0.0,0.0,2.0,34.0,375.0,202.0,334.0,375.0,19.0,188.0,,,18.6,5.3,26.0,1709.11,1654.73,54.37999999999988
SP1,25/04/2011,Zaragoza,Almeria,1,0,H,0.0,0.0,D,22.0,7.0,11.0,3.0,15.0,19.0,8.0,10.0,2.0,4.0,1.0,0.0,18.0,35.0,45.0,178.0,358.0,446.0,19.0,188.0,,,20.8,0.1,25.8,1672.87,1624.84,48.02999999999997
SP1,30/04/2011,La Coruna,Ath Madrid,0,1,A,0.0,0.0,D,10.0,17.0,3.0,5.0,16.0,8.0,9.0,6.0,1.0,4.0,1.0,0.0,33.0,34.0,215.0,318.0,333.0,222.0,184.0,194.0,,,17.6,0.6,20.0,1662.9,1742.72,-79.81999999999994
SP1,30/04/2011,Real Madrid,Zaragoza,2,3,A,0.0,1.0,A,18.0,10.0,7.0,4.0,12.0,21.0,7.0,5.0,1.0,4.0,1.0,0.0,13.0,55.0,9.0,128.0,534.0,1037.0,154.0,236.0,,,15.9,1.3,11.6,1996.58,1672.87,323.71000000000004
SP1,30/04/2011,Sociedad,Barcelona,2,1,H,0.0,1.0,A,8.0,13.0,3.0,7.0,19.0,12.0,4.0,5.0,2.0,1.0,0.0,0.0,75.0,45.0,14.0,732.0,449.0,142.0,165.0,219.0,,,20.0,2.0,11.4,1617.29,2077.36,-460.07000000000016
SP1,01/05/2011,Almeria,Sevilla,0,1,A,0.0,0.0,D,6.0,19.0,1.0,10.0,13.0,13.0,3.0,5.0,1.0,3.0,1.0,0.0,4.0,38.0,18.0,421.0,368.0,18.0,178.0,202.0,,,19.8,0.3,36.2,1610.12,1746.41,-136.2900000000002
SP1,01/05/2011,Levante,Sp Gijon,0,0,D,0.0,0.0,D,8.0,4.0,2.0,1.0,10.0,16.0,6.0,1.0,2.0,2.0,0.0,0.0,21.0,31.0,375.0,216.0,317.0,351.0,212.0,169.0,,,19.8,0.5,16.1,1665.98,1687.47,-21.49000000000001
SP1,01/05/2011,Malaga,Hercules,3,1,H,1.0,1.0,D,12.0,11.0,3.0,4.0,15.0,14.0,4.0,6.0,2.0,3.0,0.0,1.0,173.0,375.0,45.0,175.0,362.0,46.0,181.0,199.0,,,18.5,1.9,16.4,1668.13,1627.56,40.570000000000164
SP1,01/05/2011,Osasuna,Valencia,1,0,H,0.0,0.0,D,19.0,5.0,6.0,1.0,12.0,16.0,8.0,1.0,4.0,7.0,0.0,0.0,29.0,33.0,24.0,284.0,326.0,247.0,19.0,188.0,,,19.9,1.0,19.4,1673.14,1818.59,-145.44999999999982
SP1,01/05/2011,Santander,Mallorca,2,0,H,2.0,0.0,H,8.0,13.0,3.0,8.0,18.0,12.0,3.0,6.0,4.0,1.0,0.0,0.0,22.0,325.0,33.0,216.0,327.0,337.0,206.0,174.0,,,18.5,8.7,14.2,1659.08,1702.47,-43.3900000000001
SP1,01/05/2011,Villarreal,Getafe,2,1,H,0.0,1.0,A,19.0,15.0,6.0,6.0,15.0,16.0,8.0,5.0,4.0,4.0,0.0,0.0,18.0,35.0,475.0,183.0,346.0,436.0,176.0,201.0,,,17.9,0.2,17.0,1789.38,1654.63,134.75
SP1,02/05/2011,Espanol,Ath Bilbao,2,1,H,1.0,1.0,D,9.0,7.0,6.0,4.0,16.0,18.0,11.0,6.0,2.0,2.0,0.0,0.0,275.0,325.0,25.0,269.0,324.0,259.0,187.0,192.0,,,17.6,0.0,20.6,1675.43,1734.38,-58.950000000000045
SP1,07/05/2011,Sevilla,Real Madrid,2,6,A,0.0,3.0,A,16.0,19.0,5.0,10.0,13.0,15.0,10.0,10.0,2.0,2.0,0.0,0.0,3.0,35.0,225.0,302.0,346.0,225.0,16.0,223.0,,,20.1,1.9,17.7,1746.41,1978.99,-232.57999999999993
SP1,07/05/2011,Sp Gijon,La Coruna,2,2,D,1.0,2.0,A,17.0,8.0,7.0,5.0,15.0,9.0,4.0,4.0,4.0,4.0,0.0,0.0,205.0,33.0,36.0,209.0,325.0,358.0,222.0,161.0,,,21.8,0.8,16.8,1687.47,1655.55,31.920000000000073
SP1,07/05/2011,Hercules,Santander,2,3,A,2.0,3.0,A,21.0,12.0,9.0,7.0,14.0,20.0,13.0,2.0,1.0,1.0,1.0,0.0,21.0,325.0,35.0,213.0,329.0,343.0,204.0,176.0,,,21.3,3.4,17.2,1627.56,1659.08,-31.519999999999982
SP1,07/05/2011,Valencia,Sociedad,3,0,H,3.0,0.0,H,9.0,11.0,4.0,1.0,10.0,8.0,8.0,7.0,1.0,1.0,0.0,0.0,144.0,433.0,7.0,145.0,437.0,688.0,152.0,242.0,,,20.9,11.3,20.2,1818.59,1636.53,182.05999999999995
SP1,07/05/2011,Ath Madrid,Malaga,0,3,A,0.0,2.0,A,14.0,11.0,6.0,5.0,15.0,14.0,7.0,1.0,2.0,3.0,0.0,0.0,157.0,4.0,55.0,158.0,399.0,551.0,153.0,24.0,,,15.9,30.4,16.7,1758.32,1668.13,90.18999999999983
SP1,07/05/2011,Getafe,Almeria,2,0,H,1.0,0.0,H,15.0,10.0,8.0,1.0,10.0,20.0,7.0,3.0,5.0,4.0,0.0,0.0,144.0,433.0,7.0,146.0,425.0,697.0,173.0,207.0,,,16.4,20.4,16.9,1654.63,1610.12,44.51000000000022
SP1,07/05/2011,Ath Bilbao,Levante,3,2,H,1.0,0.0,H,13.0,13.0,4.0,4.0,14.0,11.0,4.0,6.0,3.0,4.0,0.0,0.0,153.0,4.0,6.0,155.0,397.0,588.0,166.0,211.0,,,21.2,0.8,25.5,1734.38,1665.98,68.40000000000009
SP1,08/05/2011,Barcelona,Espanol,2,0,H,1.0,0.0,H,14.0,6.0,6.0,2.0,13.0,14.0,8.0,3.0,1.0,3.0,0.0,0.0,117.0,7.0,15.0,117.0,705.0,1426.0,144.0,263.0,,,21.5,3.2,14.5,2072.48,1675.43,397.04999999999995
SP1,08/05/2011,Mallorca,Villarreal,0,0,D,0.0,0.0,D,11.0,6.0,5.0,2.0,16.0,6.0,6.0,7.0,1.0,1.0,0.0,0.0,26.0,325.0,27.0,254.0,327.0,273.0,189.0,189.0,,,20.9,2.9,17.9,1702.47,1789.38,-86.91000000000008
SP1,08/05/2011,Zaragoza,Osasuna,1,3,A,1.0,0.0,H,21.0,11.0,7.0,3.0,11.0,15.0,5.0,3.0,1.0,1.0,0.0,0.0,21.0,33.0,35.0,211.0,325.0,352.0,214.0,167.0,,,24.4,0.0,9.4,1689.1,1673.14,15.959999999999809
SP1,10/05/2011,La Coruna,Ath Bilbao,2,1,H,1.0,1.0,D,10.0,12.0,3.0,2.0,7.0,12.0,5.0,4.0,3.0,2.0,0.0,0.0,225.0,34.0,31.0,231.0,337.0,299.0,192.0,187.0,,,19.4,0.0,22.9,1655.55,1734.38,-78.83000000000015
SP1,10/05/2011,Malaga,Sp Gijon,2,0,H,1.0,0.0,H,6.0,13.0,3.0,4.0,10.0,14.0,6.0,7.0,2.0,1.0,0.0,0.0,173.0,36.0,475.0,172.0,352.0,514.0,189.0,19.0,,,19.6,0.0,15.3,1668.13,1687.47,-19.339999999999918
SP1,10/05/2011,Real Madrid,Getafe,4,0,H,1.0,0.0,H,21.0,8.0,7.0,1.0,16.0,18.0,7.0,4.0,2.0,3.0,0.0,0.0,12.0,65.0,13.0,12.0,682.0,1241.0,133.0,312.0,,,24.4,0.0,9.2,1978.99,1654.63,324.3599999999999
SP1,10/05/2011,Santander,Ath Madrid,2,1,H,1.0,1.0,D,14.0,6.0,6.0,1.0,24.0,19.0,4.0,7.0,2.0,2.0,0.0,0.0,32.0,33.0,225.0,33.0,336.0,219.0,184.0,195.0,,,22.3,0.0,17.4,1659.08,1758.32,-99.24000000000001
SP1,11/05/2011,Sociedad,Zaragoza,2,1,H,1.0,0.0,H,14.0,11.0,4.0,4.0,22.0,21.0,7.0,1.0,4.0,2.0,0.0,0.0,21.0,34.0,34.0,213.0,333.0,337.0,18.0,198.0,,,21.3,0.0,12.3,1636.53,1689.1,-52.569999999999936
SP1,11/05/2011,Osasuna,Sevilla,3,2,H,0.0,2.0,A,19.0,9.0,7.0,3.0,11.0,13.0,7.0,2.0,3.0,3.0,0.0,1.0,225.0,34.0,31.0,219.0,337.0,321.0,191.0,186.0,,,26.2,0.0,9.6,1673.14,1746.41,-73.26999999999998
SP1,11/05/2011,Levante,Barcelona,1,1,D,1.0,1.0,D,9.0,10.0,2.0,2.0,10.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,11.0,5.0,13.0,1042.0,506.0,13.0,155.0,234.0,,,23.1,0.0,14.0,1665.98,2072.48,-406.5
SP1,11/05/2011,Espanol,Valencia,2,2,D,1.0,2.0,A,20.0,10.0,7.0,5.0,7.0,18.0,7.0,4.0,2.0,3.0,0.0,0.0,29.0,33.0,24.0,291.0,337.0,235.0,172.0,207.0,,,20.3,0.0,17.0,1675.43,1818.59,-143.15999999999985
SP1,11/05/2011,Almeria,Villarreal,0,0,D,0.0,0.0,D,15.0,12.0,3.0,4.0,11.0,5.0,10.0,9.0,3.0,1.0,0.0,0.0,55.0,375.0,162.0,522.0,377.0,164.0,175.0,204.0,,,23.0,0.0,33.2,1610.12,1789.38,-179.26000000000022
SP1,11/05/2011,Hercules,Mallorca,2,2,D,2.0,0.0,H,15.0,9.0,2.0,3.0,10.0,15.0,4.0,2.0,2.0,2.0,0.0,0.0,22.0,33.0,325.0,218.0,328.0,331.0,195.0,184.0,,,21.7,0.0,12.4,1627.56,1702.47,-74.91000000000008
SP1,15/05/2011,Sp Gijon,Santander,2,1,H,1.0,1.0,D,33.0,3.0,16.0,2.0,11.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,133.0,5.0,85.0,133.0,481.0,845.0,188.0,19.0,,,15.7,0.0,20.0,1677.99,1685.5,-7.509999999999991
SP1,15/05/2011,Zaragoza,Espanol,1,0,H,0.0,0.0,D,21.0,7.0,7.0,5.0,11.0,16.0,5.0,6.0,2.0,0.0,0.0,0.0,16.0,38.0,55.0,162.0,377.0,542.0,181.0,199.0,,,22.4,0.0,32.6,1667.5,1683.07,-15.569999999999936
SP1,15/05/2011,Villarreal,Real Madrid,1,3,A,0.0,2.0,A,10.0,7.0,2.0,5.0,13.0,17.0,4.0,4.0,5.0,1.0,0.0,0.0,4.0,38.0,18.0,421.0,377.0,177.0,143.0,265.0,,,19.6,2.4,20.6,1789.95,1991.02,-201.06999999999994
SP1,15/05/2011,Valencia,Levante,0,0,D,0.0,0.0,D,17.0,5.0,5.0,1.0,19.0,5.0,5.0,2.0,2.0,2.0,0.0,1.0,165.0,34.0,6.0,161.0,355.0,593.0,164.0,217.0,,,20.8,1.3,15.0,1812.35,1667.14,145.2099999999998
SP1,15/05/2011,Sevilla,Sociedad,3,1,H,0.0,0.0,D,16.0,4.0,8.0,1.0,12.0,18.0,7.0,3.0,3.0,3.0,0.0,0.0,153.0,433.0,55.0,152.0,404.0,606.0,157.0,23.0,,,30.2,0.0,19.7,1737.12,1639.26,97.8599999999999
SP1,15/05/2011,Barcelona,La Coruna,0,0,D,0.0,0.0,D,8.0,8.0,2.0,4.0,11.0,13.0,5.0,0.0,0.0,2.0,0.0,0.0,153.0,433.0,55.0,152.0,415.0,581.0,158.0,227.0,,,21.1,7.7,18.0,2065.86,1667.01,398.85000000000014
SP1,15/05/2011,Ath Madrid,Hercules,2,1,H,1.0,0.0,H,19.0,8.0,6.0,2.0,12.0,8.0,7.0,10.0,1.0,3.0,0.0,0.0,129.0,55.0,95.0,128.0,534.0,933.0,145.0,258.0,,,21.1,0.0,17.3,1729.76,1611.48,118.27999999999997
SP1,15/05/2011,Ath Bilbao,Malaga,1,1,D,0.0,1.0,A,18.0,8.0,7.0,3.0,13.0,14.0,5.0,7.0,2.0,2.0,0.0,1.0,17.0,375.0,475.0,17.0,37.0,472.0,158.0,227.0,,,14.9,0.0,18.9,1723.96,1704.93,19.029999999999973
SP1,15/05/2011,Almeria,Mallorca,3,1,H,3.0,1.0,H,13.0,13.0,4.0,5.0,11.0,7.0,3.0,7.0,1.0,1.0,0.0,0.0,275.0,35.0,24.0,277.0,331.0,245.0,178.0,201.0,,,21.7,0.0,36.6,1599.92,1693.41,-93.49000000000001
SP1,15/05/2011,Getafe,Osasuna,2,0,H,0.0,0.0,D,19.0,12.0,4.0,5.0,8.0,14.0,11.0,8.0,0.0,0.0,0.0,0.0,18.0,36.0,433.0,177.0,359.0,439.0,181.0,198.0,,,21.8,0.0,18.1,1656.33,1704.76,-48.430000000000064
SP1,21/05/2011,Sociedad,Getafe,1,1,D,0.0,1.0,A,12.0,8.0,7.0,1.0,8.0,12.0,4.0,3.0,0.0,1.0,0.0,0.0,238.0,325.0,3.0,236.0,326.0,295.0,172.0,207.0,,,20.8,0.0,11.2,1639.26,1656.33,-17.069999999999936
SP1,21/05/2011,Espanol,Sevilla,2,3,A,0.0,2.0,A,15.0,5.0,7.0,3.0,7.0,14.0,7.0,1.0,0.0,1.0,0.0,0.0,3.0,35.0,225.0,31.0,347.0,218.0,166.0,213.0,,,21.1,0.0,12.6,1683.07,1737.12,-54.049999999999955
SP1,21/05/2011,Hercules,Sp Gijon,0,0,D,0.0,0.0,D,17.0,9.0,4.0,2.0,10.0,9.0,10.0,4.0,1.0,0.0,0.0,0.0,22.0,34.0,32.0,22.0,332.0,318.0,178.0,202.0,,,24.1,0.0,14.7,1611.48,1677.99,-66.50999999999999
SP1,21/05/2011,La Coruna,Valencia,0,2,A,0.0,1.0,A,28.0,12.0,6.0,6.0,6.0,22.0,11.0,3.0,1.0,1.0,0.0,0.0,144.0,42.0,6.0,147.0,426.0,629.0,181.0,197.0,,,19.4,0.0,18.7,1667.01,1812.35,-145.33999999999992
SP1,21/05/2011,Levante,Zaragoza,1,2,A,0.0,1.0,A,3.0,20.0,2.0,10.0,19.0,18.0,1.0,11.0,5.0,4.0,0.0,0.0,55.0,433.0,153.0,559.0,407.0,155.0,187.0,191.0,,,25.5,0.0,16.1,1667.14,1667.5,-0.35999999999989996
SP1,21/05/2011,Malaga,Barcelona,1,3,A,1.0,1.0,D,13.0,18.0,4.0,8.0,10.0,8.0,6.0,8.0,3.0,2.0,0.0,0.0,325.0,35.0,21.0,314.0,332.0,221.0,178.0,2.0,,,21.1,0.0,12.6,1704.93,2065.86,-360.93000000000006
SP1,21/05/2011,Mallorca,Ath Madrid,3,4,A,0.0,2.0,A,25.0,12.0,14.0,6.0,17.0,8.0,10.0,4.0,1.0,3.0,0.0,0.0,25.0,275.0,33.0,25.0,279.0,322.0,17.0,209.0,,,22.5,0.0,18.2,1693.41,1729.76,-36.34999999999991
SP1,21/05/2011,Osasuna,Villarreal,1,0,H,1.0,0.0,H,14.0,4.0,6.0,3.0,20.0,10.0,11.0,3.0,1.0,2.0,0.0,0.0,18.0,3.0,575.0,18.0,294.0,565.0,19.0,189.0,,,23.9,0.2,9.6,1704.76,1789.95,-85.19000000000005
SP1,21/05/2011,Real Madrid,Almeria,8,1,H,2.0,1.0,H,27.0,6.0,13.0,1.0,11.0,10.0,15.0,6.0,1.0,1.0,0.0,0.0,113.0,85.0,17.0,111.0,876.0,1815.0,123.0,39.0,,,23.1,0.0,7.6,1991.02,1599.92,391.0999999999999
SP1,21/05/2011,Santander,Ath Bilbao,1,2,A,0.0,2.0,A,18.0,9.0,6.0,7.0,14.0,12.0,9.0,2.0,2.0,0.0,1.0,0.0,3.0,35.0,225.0,308.0,343.0,221.0,164.0,215.0,,,23.2,0.0,11.6,1685.5,1723.96,-38.460000000000036
SP1,27/08/2011,Sp Gijon,Sociedad,1,2,A,0.0,1.0,A,17.0,6.0,4.0,2.0,14.0,11.0,9.0,2.0,2.0,1.0,1.0,1.0,205.0,325.0,375.0,206.0,33.0,358.0,21.0,17.0,,,19.8,0.0,16.3,1687.27,1634.98,52.289999999999964
SP1,27/08/2011,Valencia,Santander,4,3,H,1.0,2.0,A,26.0,4.0,11.0,3.0,14.0,11.0,10.0,3.0,3.0,3.0,0.0,0.0,14.0,433.0,8.0,143.0,422.0,743.0,176.0,2.0,,,27.3,0.0,15.4,1819.2,1672.77,146.43000000000006
SP1,27/08/2011,Granada,Betis,0,1,A,0.0,0.0,D,11.0,18.0,2.0,3.0,12.0,16.0,8.0,5.0,2.0,2.0,0.0,0.0,23.0,34.0,3.0,237.0,329.0,292.0,202.0,176.0,,,30.5,0.0,11.8,1588.09,1675.53,-87.44000000000005
SP1,28/08/2011,Ath Bilbao,Vallecano,1,1,D,0.0,0.0,D,10.0,13.0,4.0,6.0,17.0,19.0,9.0,4.0,1.0,3.0,0.0,0.0,157.0,375.0,6.0,158.0,376.0,59.0,182.0,195.0,,,21.3,0.0,16.3,1732.83,1625.51,107.31999999999994
SP1,28/08/2011,Ath Madrid,Osasuna,0,0,D,0.0,0.0,D,28.0,16.0,8.0,2.0,9.0,8.0,12.0,5.0,1.0,0.0,0.0,0.0,153.0,38.0,65.0,156.0,379.0,614.0,185.0,191.0,,,30.8,0.0,14.5,1745.48,1705.47,40.00999999999999
SP1,28/08/2011,Getafe,Levante,1,1,D,0.0,0.0,D,8.0,9.0,2.0,1.0,15.0,6.0,1.0,4.0,5.0,3.0,0.0,0.0,18.0,35.0,45.0,179.0,347.0,447.0,195.0,182.0,,,31.2,0.0,15.1,1670.68,1665.33,5.350000000000136
SP1,28/08/2011,Mallorca,Espanol,1,0,H,0.0,0.0,D,11.0,9.0,4.0,3.0,21.0,15.0,5.0,4.0,2.0,3.0,0.0,0.0,2.0,34.0,375.0,203.0,329.0,367.0,205.0,173.0,,,27.0,0.0,14.1,1675.61,1670.74,4.869999999999891
SP1,28/08/2011,Sevilla,Malaga,2,1,H,2.0,0.0,H,15.0,6.0,9.0,1.0,15.0,7.0,2.0,8.0,3.0,1.0,0.0,0.0,21.0,34.0,34.0,211.0,33.0,344.0,172.0,206.0,,,34.7,0.0,15.3,1753.71,1707.0,46.710000000000036
SP1,28/08/2011,Zaragoza,Real Madrid,0,6,A,0.0,2.0,A,8.0,39.0,1.0,16.0,16.0,16.0,7.0,9.0,2.0,1.0,0.0,0.0,85.0,5.0,133.0,975.0,527.0,129.0,153.0,239.0,,,31.2,0.0,13.2,1686.81,2002.8,-315.99
SP1,29/08/2011,Barcelona,Villarreal,5,0,H,2.0,0.0,H,18.0,5.0,9.0,1.0,15.0,14.0,12.0,0.0,3.0,3.0,0.0,0.0,125.0,575.0,11.0,125.0,571.0,1112.0,142.0,267.0,,,26.7,0.1,17.5,2071.17,1777.4,293.77
SP1,10/09/2011,Sociedad,Barcelona,2,2,D,0.0,2.0,A,10.0,13.0,4.0,6.0,10.0,17.0,5.0,4.0,2.0,1.0,0.0,0.0,15.0,7.0,117.0,1496.0,71.0,117.0,144.0,265.0,,,27.9,0.0,16.9,1646.85,2074.19,-427.34000000000015
SP1,10/09/2011,Real Madrid,Getafe,4,2,H,1.0,1.0,D,26.0,10.0,10.0,6.0,9.0,13.0,4.0,6.0,3.0,3.0,0.0,0.0,108.0,10.0,26.0,109.0,969.0,2235.0,127.0,354.0,,,30.6,0.0,17.9,2010.27,1667.93,342.3399999999999
SP1,10/09/2011,Valencia,Ath Madrid,1,0,H,0.0,0.0,D,12.0,12.0,6.0,2.0,15.0,18.0,3.0,7.0,1.0,2.0,0.0,0.0,191.0,36.0,375.0,19.0,348.0,396.0,178.0,2.0,,,33.1,0.0,19.7,1822.08,1752.99,69.08999999999992
SP1,10/09/2011,Villarreal,Sevilla,2,2,D,1.0,1.0,D,11.0,10.0,5.0,5.0,15.0,14.0,2.0,1.0,2.0,4.0,1.0,0.0,21.0,34.0,34.0,212.0,336.0,338.0,188.0,19.0,,,29.5,0.0,18.3,1778.22,1747.06,31.160000000000082
SP1,11/09/2011,Santander,Levante,0,0,D,0.0,0.0,D,8.0,11.0,1.0,2.0,14.0,20.0,3.0,4.0,2.0,2.0,1.0,0.0,21.0,33.0,35.0,212.0,33.0,344.0,214.0,167.0,,,24.5,0.0,15.1,1670.03,1668.22,1.8099999999999454
SP1,11/09/2011,Osasuna,Sp Gijon,2,1,H,2.0,0.0,H,21.0,10.0,7.0,2.0,22.0,16.0,6.0,8.0,2.0,3.0,0.0,0.0,191.0,34.0,4.0,19.0,339.0,41.0,225.0,161.0,,,24.9,0.0,12.3,1709.53,1675.54,33.99000000000001
SP1,11/09/2011,Vallecano,Zaragoza,0,0,D,0.0,0.0,D,20.0,7.0,5.0,1.0,19.0,14.0,3.0,1.0,4.0,4.0,0.0,0.0,22.0,32.0,34.0,218.0,329.0,329.0,211.0,169.0,,,29.7,0.0,9.3,1630.76,1679.48,-48.72000000000003
SP1,11/09/2011,Betis,Mallorca,1,0,H,0.0,0.0,D,24.0,9.0,7.0,2.0,9.0,17.0,7.0,5.0,2.0,4.0,0.0,0.0,191.0,34.0,4.0,19.0,339.0,408.0,205.0,173.0,,,32.5,0.0,12.7,1683.91,1681.34,2.5700000000001637
SP1,11/09/2011,Espanol,Ath Bilbao,2,1,H,1.0,0.0,H,10.0,17.0,6.0,7.0,17.0,21.0,2.0,3.0,2.0,1.0,0.0,0.0,24.0,33.0,29.0,242.0,326.0,288.0,203.0,176.0,,,27.0,0.0,15.3,1665.15,1724.34,-59.18999999999983
SP1,12/09/2011,Malaga,Granada,4,0,H,2.0,0.0,H,20.0,12.0,9.0,4.0,12.0,11.0,4.0,3.0,1.0,2.0,0.0,0.0,14.0,433.0,85.0,142.0,428.0,77.0,17.0,21.0,,,28.9,0.0,13.2,1702.28,1579.85,122.43000000000006
SP1,17/09/2011,Sp Gijon,Valencia,0,1,A,0.0,1.0,A,15.0,11.0,4.0,5.0,13.0,19.0,6.0,6.0,1.0,5.0,0.0,0.0,33.0,33.0,22.0,341.0,33.0,213.0,201.0,177.0,,,18.7,0.4,18.4,1666.52,1819.05,-152.52999999999997
SP1,17/09/2011,Sevilla,Sociedad,1,0,H,0.0,0.0,D,15.0,11.0,5.0,1.0,20.0,9.0,8.0,1.0,3.0,2.0,0.0,0.0,153.0,4.0,6.0,154.0,397.0,603.0,165.0,218.0,,,31.3,0.0,13.0,1746.61,1650.66,95.94999999999982
SP1,17/09/2011,Barcelona,Osasuna,8,0,H,5.0,0.0,H,18.0,7.0,14.0,1.0,8.0,15.0,8.0,3.0,1.0,5.0,0.0,0.0,108.0,10.0,26.0,108.0,987.0,2604.0,128.0,348.0,,,26.6,0.4,15.7,2054.79,1711.1,343.69000000000005
SP1,17/09/2011,Granada,Villarreal,1,0,H,0.0,0.0,D,8.0,14.0,2.0,4.0,17.0,11.0,0.0,7.0,7.0,2.0,0.0,0.0,33.0,33.0,22.0,329.0,333.0,217.0,193.0,184.0,,,31.2,0.0,14.4,1569.34,1771.23,-201.8900000000001
SP1,17/09/2011,Mallorca,Malaga,0,1,A,0.0,1.0,A,6.0,8.0,1.0,4.0,21.0,12.0,4.0,8.0,2.0,1.0,0.0,0.0,31.0,34.0,225.0,309.0,332.0,226.0,19.0,187.0,,,27.5,0.0,12.0,1671.77,1705.34,-33.569999999999936
SP1,18/09/2011,Ath Bilbao,Betis,2,3,A,1.0,3.0,A,18.0,18.0,9.0,6.0,14.0,19.0,10.0,1.0,3.0,4.0,1.0,1.0,2.0,34.0,375.0,203.0,333.0,364.0,197.0,18.0,,,17.1,4.4,23.3,1713.27,1686.03,27.24000000000001
SP1,18/09/2011,Ath Madrid,Santander,4,0,H,2.0,0.0,H,17.0,4.0,7.0,0.0,17.0,17.0,5.0,4.0,3.0,2.0,0.0,0.0,144.0,42.0,75.0,146.0,415.0,724.0,176.0,202.0,,,25.5,0.0,16.6,1744.95,1663.82,81.13000000000011
SP1,18/09/2011,Getafe,Vallecano,0,1,A,0.0,1.0,A,7.0,9.0,2.0,4.0,20.0,14.0,5.0,8.0,3.0,5.0,0.0,0.0,195.0,35.0,38.0,194.0,339.0,39.0,205.0,173.0,,,26.1,0.0,18.0,1662.84,1625.96,36.87999999999988
SP1,18/09/2011,Levante,Real Madrid,1,0,H,0.0,0.0,D,11.0,14.0,4.0,3.0,20.0,16.0,3.0,6.0,7.0,3.0,0.0,1.0,13.0,65.0,12.0,1214.0,643.0,121.0,14.0,278.0,,,28.2,0.7,21.3,1666.98,2007.91,-340.93000000000006
SP1,18/09/2011,Zaragoza,Espanol,2,1,H,1.0,0.0,H,12.0,14.0,5.0,4.0,23.0,12.0,3.0,4.0,2.0,4.0,0.0,1.0,21.0,32.0,36.0,217.0,322.0,338.0,215.0,166.0,,,20.9,0.0,33.1,1676.84,1668.78,8.059999999999945
SP1,20/09/2011,Osasuna,Sevilla,0,0,D,0.0,0.0,D,15.0,11.0,8.0,5.0,18.0,15.0,5.0,3.0,3.0,2.0,0.0,0.0,263.0,33.0,263.0,281.0,329.0,248.0,201.0,178.0,,,24.7,0.0,9.3,1711.1,1746.61,-35.50999999999999
SP1,20/09/2011,Sociedad,Granada,1,0,H,0.0,0.0,D,14.0,15.0,4.0,4.0,16.0,16.0,5.0,4.0,5.0,2.0,0.0,0.0,2.0,34.0,375.0,195.0,337.0,396.0,194.0,183.0,,,21.2,0.0,13.3,1650.66,1569.34,81.32000000000016
SP1,20/09/2011,Villarreal,Mallorca,2,0,H,1.0,0.0,H,13.0,9.0,9.0,3.0,9.0,14.0,3.0,2.0,0.0,3.0,0.0,0.0,162.0,375.0,55.0,17.0,359.0,512.0,188.0,189.0,,,24.9,0.0,16.9,1771.23,1671.77,99.46000000000004
SP1,21/09/2011,Valencia,Barcelona,2,2,D,2.0,1.0,H,9.0,10.0,1.0,7.0,14.0,5.0,4.0,3.0,4.0,1.0,1.0,0.0,75.0,45.0,14.0,725.0,453.0,142.0,148.0,251.0,,,27.4,0.0,15.8,1819.05,2054.79,-235.74
SP1,21/09/2011,Santander,Real Madrid,0,0,D,0.0,0.0,D,5.0,16.0,2.0,2.0,20.0,19.0,2.0,10.0,6.0,3.0,0.0,0.0,13.0,65.0,12.0,1252.0,638.0,121.0,139.0,279.0,,,22.8,0.0,12.0,1663.82,2007.91,-344.09000000000015
